source,date,query,raw_text,unigram,bigram,unibi_mix,adj_noun,video_title,likes,churn_score,churn_signals,positive_score,positive_signals,net_signal,signal_type,competitor_mentioned
blog,2026-04-13,헤드앤숄더 후기,쿠팡 골드박스 모음 할인율 대박 상품들 2026 04 13 홈스타락스와세제 헤드앤숄더 두피토 부케가르니모이스 그린핑거촉촉한자 순수한면제로생리 긍정적 후기 요약 깨끗한나라 순수시그니처 화장지는 100 천연펄프로 만들어진 3겹의 두루마리,"['골드', '박스', '모음', '홈스타락스', '세제', '두피토', '부케가르니모이스', '그린핑거', '순수', '면제', '생리', '긍정', '요약', '나라', '순수시그니처', '화장지', '천연', '펄프', '두루마리']","['골드_박스', '박스_모음', '모음_홈스타락스', '홈스타락스_세제', '세제_두피토', '두피토_부케가르니모이스', '부케가르니모이스_그린핑거', '그린핑거_순수', '순수_면제', '면제_생리', '생리_긍정', '긍정_요약', '요약_나라', '나라_순수시그니처', '순수시그니처_화장지', '화장지_천연', '천연_펄프', '펄프_두루마리']","['골드', '박스', '모음', '홈스타락스', '세제', '두피토', '부케가르니모이스', '그린핑거', '순수', '면제', '생리', '긍정', '요약', '나라', '순수시그니처', '화장지', '천연', '펄프', '두루마리', '골드_박스', '박스_모음', '모음_홈스타락스', '홈스타락스_세제', '세제_두피토', '두피토_부케가르니모이스', '부케가르니모이스_그린핑거', '그린핑거_순수', '순수_면제', '면제_생리', '생리_긍정', '긍정_요약', '요약_나라', '나라_순수시그니처', '순수시그니처_화장지', '화장지_천연', '천연_펄프', '펄프_두루마리']",[],,,0,[],0,[],0,중립,False
blog,2026-04-13,헤드앤숄더 후기,헤드앤숄더 두피 토탈 딥클린 850ml 6개 실사용 후기 효과 헤드앤숄더 특유 성분으로 비듬 가려움 완화 도움 꾸준히 쓰면 확실히 줄어드는 느낌 4 거품 잘 남 소량으로도 거품 풍성 세정력 대비 사용감 부드러운 편 사용하기 편한 타입 5,"['토탈', '클린', '효과', '특유', '성분', '비듬', '완화', '도움', '느낌', '거품', '소량', '거품', '풍성', '세정', '대비', '타입']","['토탈_클린', '클린_효과', '효과_특유', '특유_성분', '성분_비듬', '비듬_완화', '완화_도움', '도움_느낌', '느낌_거품', '거품_소량', '소량_거품', '거품_풍성', '풍성_세정', '세정_대비', '대비_타입']","['토탈', '클린', '효과', '특유', '성분', '비듬', '완화', '도움', '느낌', '거품', '소량', '거품', '풍성', '세정', '대비', '타입', '토탈_클린', '클린_효과', '효과_특유', '특유_성분', '성분_비듬', '비듬_완화', '완화_도움', '도움_느낌', '느낌_거품', '거품_소량', '소량_거품', '거품_풍성', '풍성_세정', '세정_대비', '대비_타입']",[],,,1,['가려움'],0,[],-1,이탈위험,False
blog,2026-04-13,헤드앤숄더 후기,헤드앤숄더 지성샴푸 한달 써본 내돈내산 후기 헤드앤숄더 지성샴푸 헤드앤숄더 지성샴푸로 유명한 제품 사용해봤어요 저는 지성두피라서 비듬 머리 킹스파워샴푸 사용해본 후기 근데 써보니까 느낌이 확 달랐어요 처음 며칠은 솔직히 긴가민가했는데,"['지성', '지성', '유명', '지성두피', '비듬', '킹스', '파워', '느낌', '처음', '며칠']","['지성_지성', '지성_유명', '유명_지성두피', '지성두피_비듬', '비듬_킹스', '킹스_파워', '파워_느낌', '느낌_처음', '처음_며칠']","['지성', '지성', '유명', '지성두피', '비듬', '킹스', '파워', '느낌', '처음', '며칠', '지성_지성', '지성_유명', '유명_지성두피', '지성두피_비듬', '비듬_킹스', '킹스_파워', '파워_느낌', '느낌_처음', '처음_며칠']",[],,,0,[],0,[],0,중립,False
blog,2026-04-12,헤드앤숄더 후기,지루성두피 샴푸 추천 직접 써본 9가지 비교 유목민 후기 광고 내돈내산 후기 1 Head amp Shoulders 클리니컬 스트렝스 헤드앤숄더 지루성두피 샴푸로 유명해서 직구까지 해서 사용 간지러움은 확실히 덜한 느낌 있음 근데 드라마틱한 개선은 없음,"['지루', '비교', '유목민', '클리니컬', '스트렝스', '지루성두', '유명', '직구', '느낌', '개선']","['지루_비교', '비교_유목민', '유목민_클리니컬', '클리니컬_스트렝스', '스트렝스_지루성두', '지루성두_유명', '유명_직구', '직구_느낌', '느낌_개선']","['지루', '비교', '유목민', '클리니컬', '스트렝스', '지루성두', '유명', '직구', '느낌', '개선', '지루_비교', '비교_유목민', '유목민_클리니컬', '클리니컬_스트렝스', '스트렝스_지루성두', '지루성두_유명', '유명_직구', '직구_느낌', '느낌_개선']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-11,헤드앤숄더 후기,좁쌀여드름 모낭염 응급처치 방법 식염수팩 에크린 겔 판테놀 두피 가려움 gt 헤드앤숄더 댄드러프 샴푸 다들 추천하는 이유가 있다 3번 썼는데 정말 최고의 샴푸 식염수팩 후기 빠른 진정에 도움 식염수 드레싱 효과 있느냐 가격 대비 효과 있구요 저는 에크린겔 사용,"['좁쌀여드름', '모낭염', '응급', '처치', '방법', '식염수', '에크린', '판테놀', '댄드러프', '최고', '식염수', '진정', '도움', '식염수', '드레싱', '효과', '대비', '효과', '에크린겔']","['좁쌀여드름_모낭염', '모낭염_응급', '응급_처치', '처치_방법', '방법_식염수', '식염수_에크린', '에크린_판테놀', '판테놀_댄드러프', '댄드러프_최고', '최고_식염수', '식염수_진정', '진정_도움', '도움_식염수', '식염수_드레싱', '드레싱_효과', '효과_대비', '대비_효과', '효과_에크린겔']","['좁쌀여드름', '모낭염', '응급', '처치', '방법', '식염수', '에크린', '판테놀', '댄드러프', '최고', '식염수', '진정', '도움', '식염수', '드레싱', '효과', '대비', '효과', '에크린겔', '좁쌀여드름_모낭염', '모낭염_응급', '응급_처치', '처치_방법', '방법_식염수', '식염수_에크린', '에크린_판테놀', '판테놀_댄드러프', '댄드러프_최고', '최고_식염수', '식염수_진정', '진정_도움', '도움_식염수', '식염수_드레싱', '드레싱_효과', '효과_대비', '대비_효과', '효과_에크린겔']",[],,,1,['가려움'],1,['추천'],0,중립,False
blog,2026-04-10,헤드앤숄더 후기,한국 남성이 꼭 써야 하는 탈모 샴푸 추천 남성 후기 개수 최다 수준 2 라보에이치 탈모증상완화 샴푸 진정베이스 특징 과다 피지 조절 건성 각질 비듬형 두피 추천 1 헤드앤숄더 두피 강화형 클리니컬 스트렝스 특징 비듬 각질 개선 효과,"['한국', '남성', '탈모', '남성', '개수', '최다', '수준', '라보', '에이치', '탈모', '증상', '완화', '진정', '베이스', '특징', '과다', '피지', '조절', '건성', '각질', '비듬', '강화', '클리니컬', '스트렝스', '특징', '비듬', '각질', '개선', '효과']","['한국_남성', '남성_탈모', '탈모_남성', '남성_개수', '개수_최다', '최다_수준', '수준_라보', '라보_에이치', '에이치_탈모', '탈모_증상', '증상_완화', '완화_진정', '진정_베이스', '베이스_특징', '특징_과다', '과다_피지', '피지_조절', '조절_건성', '건성_각질', '각질_비듬', '비듬_강화', '강화_클리니컬', '클리니컬_스트렝스', '스트렝스_특징', '특징_비듬', '비듬_각질', '각질_개선', '개선_효과']","['한국', '남성', '탈모', '남성', '개수', '최다', '수준', '라보', '에이치', '탈모', '증상', '완화', '진정', '베이스', '특징', '과다', '피지', '조절', '건성', '각질', '비듬', '강화', '클리니컬', '스트렝스', '특징', '비듬', '각질', '개선', '효과', '한국_남성', '남성_탈모', '탈모_남성', '남성_개수', '개수_최다', '최다_수준', '수준_라보', '라보_에이치', '에이치_탈모', '탈모_증상', '증상_완화', '완화_진정', '진정_베이스', '베이스_특징', '특징_과다', '과다_피지', '피지_조절', '조절_건성', '건성_각질', '각질_비듬', '비듬_강화', '강화_클리니컬', '클리니컬_스트렝스', '스트렝스_특징', '특징_비듬', '비듬_각질', '각질_개선', '개선_효과']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-10,헤드앤숄더 후기,헤드앤숄더 비듬샴푸 병행관리 비듬러의 변화 후기 그래서 비듬 관련해서 뭐가 유명한가 알아보니까 헤드앤숄더 비듬샴푸가 유명 하더라고요 근데 어떤 이렇게 후기 를 적어볼게요 이 브랜드 샴푸 한번도 안써본 분들은 아마 없을거라고 생각하는데요,"['비듬', '병행', '관리', '비듬러', '변화', '비듬', '유명', '비듬', '유명']","['비듬_병행', '병행_관리', '관리_비듬러', '비듬러_변화', '변화_비듬', '비듬_유명', '유명_비듬', '비듬_유명']","['비듬', '병행', '관리', '비듬러', '변화', '비듬', '유명', '비듬', '유명', '비듬_병행', '병행_관리', '관리_비듬러', '비듬러_변화', '변화_비듬', '비듬_유명', '유명_비듬', '비듬_유명']",[],,,0,[],0,[],0,중립,False
blog,2026-04-10,헤드앤숄더 후기,요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 사용 후기 두피 가려움 샴푸 추천 요즘 날씨 바뀌면서 그런지 두피가 계속 간지럽더라구요 원래 이런 적 거의 없었는데 갑자기 비듬도,"['케어', '케어', '날씨', '비듬']","['케어_케어', '케어_날씨', '날씨_비듬']","['케어', '케어', '날씨', '비듬', '케어_케어', '케어_날씨', '날씨_비듬']",[],,,1,['가려움'],1,['추천'],0,중립,False
blog,2026-04-09,헤드앤숄더 후기,결산 코덕이 끝까지 쓴 제품들 재구매템 비추천 솔직 후기 헤어 amp 바디 amp 클렌징 공병템 헤드 amp 숄더 두피 토탈 솔루션 가려운 두피 케어 샴푸 두피 가려움이랑 위의 헤드앤숄더 샴푸를 일주일에 5 6번 사용한다면 해당 샴푸는 일주일에 1 2번 사용 또는 하루에 머리 2번,"['결산', '바디', '클렌징', '공병', '헤드', '토탈', '솔루션', '케어', '일주일', '해당', '일주일', '하루']","['결산_바디', '바디_클렌징', '클렌징_공병', '공병_헤드', '헤드_토탈', '토탈_솔루션', '솔루션_케어', '케어_일주일', '일주일_해당', '해당_일주일', '일주일_하루']","['결산', '바디', '클렌징', '공병', '헤드', '토탈', '솔루션', '케어', '일주일', '해당', '일주일', '하루', '결산_바디', '바디_클렌징', '클렌징_공병', '공병_헤드', '헤드_토탈', '토탈_솔루션', '솔루션_케어', '케어_일주일', '일주일_해당', '해당_일주일', '일주일_하루']",[],,,1,['가려움'],2,"['재구매', '추천']",1,긍정,False
blog,2026-04-09,헤드앤숄더 후기,헤드앤숄더 비듬 샴푸로 밤에 머리 감기 정착한 이야기 그런데 이번에 회사 동료한테 추천받고 헤드앤숄더 비듬 샴푸로 바꿨는데 이거 진짜 물건이더라구요 오로지 내 아침 잠 10분을 사수하겠다 는 일념 하나로 믿고 써봤습니다 ㅎㅎ 일주일 써본 리얼 후기,"['비듬', '정착', '이야기', '이번', '회사', '동료', '비듬', '물건', '아침', '사수', '일념', '일주일', '리얼']","['비듬_정착', '정착_이야기', '이야기_이번', '이번_회사', '회사_동료', '동료_비듬', '비듬_물건', '물건_아침', '아침_사수', '사수_일념', '일념_일주일', '일주일_리얼']","['비듬', '정착', '이야기', '이번', '회사', '동료', '비듬', '물건', '아침', '사수', '일념', '일주일', '리얼', '비듬_정착', '정착_이야기', '이야기_이번', '이번_회사', '회사_동료', '동료_비듬', '비듬_물건', '물건_아침', '아침_사수', '사수_일념', '일념_일주일', '일주일_리얼']",[],,,0,[],2,"['정착', '추천']",2,긍정,False
blog,2026-04-09,헤드앤숄더 후기,헤드앤숄더 레몬 샴푸 솔직 후기 상큼한 여름 두피 케어 추천 이전 글 보기 헤드앤숄더 유칼립투스 후기 그래서 이번에 헤드앤숄더 레몬 샴푸로 바꿔봤는데 상큼한 레몬향과 부드러운 머스크향이 어우러져 여름 데일리 샴푸로 딱이더라고요 헤드앤숄더 레몬 샴푸는,"['레몬', '여름', '케어', '이전', '유칼립투스', '이번', '레몬', '레몬', '머스크', '여름', '데일리', '레몬']","['레몬_여름', '여름_케어', '케어_이전', '이전_유칼립투스', '유칼립투스_이번', '이번_레몬', '레몬_레몬', '레몬_머스크', '머스크_여름', '여름_데일리', '데일리_레몬']","['레몬', '여름', '케어', '이전', '유칼립투스', '이번', '레몬', '레몬', '머스크', '여름', '데일리', '레몬', '레몬_여름', '여름_케어', '케어_이전', '이전_유칼립투스', '유칼립투스_이번', '이번_레몬', '레몬_레몬', '레몬_머스크', '머스크_여름', '여름_데일리', '데일리_레몬']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-08,헤드앤숄더 후기,철산탈모 닥터모락 광명철산점 두피관리 재방문 후기 관리전후 기존에 제게 맞지않는 헤드앤 숄더 비듬샴푸를 쓰고있었는데 그게 자극되서 두피는 붉어지고 세정은 제대로 되지않아 샴푸도 추천해주시고 생활습관도 바로 잡아 주셨어요 관리만 하고 끝나는 게,"['철산', '탈모', '닥터모락', '광명철산점', '관리', '방문', '관리', '전후', '헤드', '비듬', '자극', '세정', '생활', '습관', '관리']","['철산_탈모', '탈모_닥터모락', '닥터모락_광명철산점', '광명철산점_관리', '관리_방문', '방문_관리', '관리_전후', '전후_헤드', '헤드_비듬', '비듬_자극', '자극_세정', '세정_생활', '생활_습관', '습관_관리']","['철산', '탈모', '닥터모락', '광명철산점', '관리', '방문', '관리', '전후', '헤드', '비듬', '자극', '세정', '생활', '습관', '관리', '철산_탈모', '탈모_닥터모락', '닥터모락_광명철산점', '광명철산점_관리', '관리_방문', '방문_관리', '관리_전후', '전후_헤드', '헤드_비듬', '비듬_자극', '자극_세정', '세정_생활', '생활_습관', '습관_관리']",[],,,1,['자극'],1,['추천'],0,중립,False
blog,2026-04-08,헤드앤숄더 후기,헤드앤숄더 클리니컬 스트렝스 어드밴스드 오일 컨트롤 비듬 헤드앤숄더 클리니컬스트렝스 비듬샴푸추천 지루성두피염샴푸 내돈내산 후기 헤드앤숄더 주황색 정수리냄새샴푸 지성두피샴푸 셀레늄설파이드 직구샴푸추천 헤드앤숄더 오일컨트롤,"['클리니컬', '스트렝스', '어드밴스드', '오일', '컨트롤', '비듬', '클리니컬스트렝스', '비듬', '지루성두피염샴푸', '주황색', '정수리', '냄새', '지성두피샴푸', '셀레늄설파이드', '직구', '오일', '컨트롤']","['클리니컬_스트렝스', '스트렝스_어드밴스드', '어드밴스드_오일', '오일_컨트롤', '컨트롤_비듬', '비듬_클리니컬스트렝스', '클리니컬스트렝스_비듬', '비듬_지루성두피염샴푸', '지루성두피염샴푸_주황색', '주황색_정수리', '정수리_냄새', '냄새_지성두피샴푸', '지성두피샴푸_셀레늄설파이드', '셀레늄설파이드_직구', '직구_오일', '오일_컨트롤']","['클리니컬', '스트렝스', '어드밴스드', '오일', '컨트롤', '비듬', '클리니컬스트렝스', '비듬', '지루성두피염샴푸', '주황색', '정수리', '냄새', '지성두피샴푸', '셀레늄설파이드', '직구', '오일', '컨트롤', '클리니컬_스트렝스', '스트렝스_어드밴스드', '어드밴스드_오일', '오일_컨트롤', '컨트롤_비듬', '비듬_클리니컬스트렝스', '클리니컬스트렝스_비듬', '비듬_지루성두피염샴푸', '지루성두피염샴푸_주황색', '주황색_정수리', '정수리_냄새', '냄새_지성두피샴푸', '지성두피샴푸_셀레늄설파이드', '셀레늄설파이드_직구', '직구_오일', '오일_컨트롤']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-08,헤드앤숄더 후기,지루성 두피염 병원 샴푸 후기 니조랄 헤드앤숄더 조합과 니조랄 amp 헤드앤숄더 클리니컬 스트렝스 주 2 4회 사용 특히 헤드앤숄더 주황색 통은 각질 잡는 좋다 병원 사온 샴푸 스프레디 사용 후기 병원에서 받아온 제품들을 40일간 써봤다 스카칼프마스터,"['지루', '병원', '조합', '니조랄', '클리니컬', '스트렝스', '주황색', '각질', '병원', '스프', '레디', '병원', '스카칼프', '마스터']","['지루_병원', '병원_조합', '조합_니조랄', '니조랄_클리니컬', '클리니컬_스트렝스', '스트렝스_주황색', '주황색_각질', '각질_병원', '병원_스프', '스프_레디', '레디_병원', '병원_스카칼프', '스카칼프_마스터']","['지루', '병원', '조합', '니조랄', '클리니컬', '스트렝스', '주황색', '각질', '병원', '스프', '레디', '병원', '스카칼프', '마스터', '지루_병원', '병원_조합', '조합_니조랄', '니조랄_클리니컬', '클리니컬_스트렝스', '스트렝스_주황색', '주황색_각질', '각질_병원', '병원_스프', '스프_레디', '레디_병원', '병원_스카칼프', '스카칼프_마스터']",[],,,1,['니조랄'],0,[],-1,이탈위험,True
